src_port,dst_port,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,bwd_psh_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,psh_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_bwd_win_byts,fwd_act_data_pkts,active_mean,active_max,active_min,idle_mean,idle_max,idle_min,classifier
443,49157,3948239,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,901.667806837428,3.0393296859688586,358930.8181818182,972899.6266547559,3286290.0,3044.0,3864824.0,644137.3333333335,1295336.9704430837,3286290.0,74574.0,3876709.0,969177.25,1599087.9529705625,3361736.0,11748.0,1,140,100,1.7729423168151677,1.2663873691536909,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,13318,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,5256041,18,26,5952.0,1320.0,581.0,0.0,330.6666666666667,237.12592832154172,165.0,0.0,50.76923076923079,77.66198951472087,1383.5508512966321,8.371319782322855,122233.51162790705,341222.8895647572,2003891.0,2034.0,4052652.0,238391.2941176471,458457.3037067853,2003891.0,79378.0,5066545.0,202661.8,501750.2440672882,2310218.0,2034.0,0,360,520,3.424630820041168,4.946688962281686,581.0,161.6,211.41626324300682,44696.836363636365,0,1.0,165.27272727272728,330.6666666666667,50.769230769230774,18,5952,26,1320,65535,16,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,3663179,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,971.8334812467532,3.2758431952137745,333016.2727272727,851768.3246084105,2891183.0,5919.0,3585188.0,597531.3333333335,1125520.8082347778,2891183.0,77812.0,3592263.0,898065.75,1387924.7241910913,2968807.0,5919.0,1,140,100,1.9109085305413689,1.364934664672406,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,13659,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,4185328,16,22,4529.0,1736.0,581.0,0.0,283.0625,244.78329702003768,581.0,0.0,78.90909090909092,136.47777041768308,1496.8958227407745,9.07933619539496,113116.972972973,367619.87143028044,2264660.0,1518.0,4061442.0,270762.8,554798.59889683,2264660.0,62921.0,3941900.0,187709.52380952387,522604.6190067229,2451647.0,2514.0,1,320,440,3.822878398061036,5.2564577973339235,581.0,175.5384615384616,220.33071388660588,48545.623481781375,1,1.0,180.15789473684208,283.0625,78.9090909090909,16,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,3851564,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,924.2998428690266,3.1156174478731233,350142.18181818194,901988.0046180014,3060496.0,3547.0,3775138.0,629189.6666666665,1192372.7710726485,3060496.0,87712.0,3738148.0,934537.0,1476441.962804047,3139581.0,5206.0,1,140,100,1.817443511259322,1.2981739366138014,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,13318,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,3961860,16,22,4529.0,1736.0,581.0,0.0,283.0625,244.78329702003768,581.0,0.0,78.90909090909092,136.47777041768308,1581.3279621188028,9.591454518837109,107077.29729729732,339136.6291636639,2093953.0,1418.0,3847055.0,256470.33333333328,511141.37746960367,2093953.0,73160.0,3815655.0,181697.8571428572,494120.0995716818,2322632.0,3220.0,1,320,440,4.038507165826152,5.55294735301096,581.0,175.5384615384616,220.33071388660588,48545.623481781375,1,1.0,180.15789473684208,283.0625,78.9090909090909,16,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,3676022,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,968.4381649511348,3.2643983088240494,334183.81818181806,859034.415453283,2912836.0,3773.0,3600893.0,600148.8333333333,1135263.4212520751,2912836.0,75332.0,3604672.0,901168.0,1404068.20552778,2996562.0,3877.0,1,140,100,1.9042323468140288,1.3601659620100206,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,12977,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,3810027,10,14,2920.0,1406.0,581.0,0.0,292.0,255.257604087409,581.0,0.0,100.42857142857143,159.92388299328013,1135.4250245470705,6.299167958652263,165653.34782608695,353206.3001535311,1686511.0,1125.0,3612145.0,401349.4444444444,496488.11599652393,1686511.0,125421.0,3808902.0,292992.4615384616,564914.8184153689,2121624.0,3144.0,1,200,280,2.6246533161051087,3.6745146425471527,581.0,196.28,231.5841315807281,53631.21,1,1.0,204.45833333333331,292.0,100.42857142857143,10,2920,14,1406,65535,8,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,610486,3,3,341.0,1439.0,341.0,0.0,113.66666666666666,196.87644179366242,549.0,341.0,479.66666666666674,120.08885599144216,2915.7097787664256,9.82823520932503,122097.19999999998,126972.01653592811,309340.0,3471.0,467800.0,233900.0,106688.27114542628,309340.0,158460.0,455497.0,227748.5,316698.2780510497,451688.0,3809.0,1,60,60,4.914117604662515,4.914117604662515,549.0,303.0,226.92950447220392,51497.0,1,1.0,353.5,113.66666666666669,479.66666666666674,3,341,3,1439,14000,1,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,4847335,15,22,4529.0,1736.0,581.0,0.0,301.93333333333334,241.02710774240032,581.0,0.0,78.90909090909092,136.47777041768308,1292.4627656227597,7.6330602279396835,134648.19444444447,229363.06050113394,1356994.0,1293.0,4642745.0,331624.64285714284,308249.6109520552,1356994.0,165694.0,4648590.0,221361.42857142855,369054.5836693498,1771347.0,2865.0,1,300,440,3.0944838761917635,4.538576351747919,581.0,180.1578947368421,221.36609353833092,49002.94736842105,1,1.0,185.027027027027,301.93333333333334,78.9090909090909,15,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,4481527,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,794.3720968321735,2.677658753366877,407411.54545454547,918781.9241960916,3155135.0,3901.0,4315849.0,719308.1666666665,1195207.0711600424,3155135.0,170296.0,4317737.0,1079434.25,1521404.8766782137,3335552.0,3901.0,1,140,100,1.5619676061306782,1.1156911472361988,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,12636,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,4752159,15,22,4529.0,1736.0,581.0,0.0,301.93333333333334,241.02710774240032,581.0,0.0,78.90909090909092,136.47777041768308,1318.3481444960069,7.785934771963649,132004.4166666667,284384.61861162353,1716033.0,1294.0,4560731.0,325766.5000000001,405373.69716078974,1716033.0,144705.0,4541733.0,216272.99999999997,435159.53815652477,2068477.0,2622.0,1,300,440,3.1564600426879657,4.629474729275684,581.0,180.1578947368421,221.36609353833092,49002.94736842105,1,1.0,185.027027027027,301.93333333333334,78.9090909090909,15,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
49157,443,6090268,6,11,2745.0,1705.0,549.0,0.0,457.5,224.1283114646608,341.0,0.0,155.0,178.0814420426789,730.6739210819622,2.7913385749198563,380641.75,779928.9496653313,3144635.0,2362.0,5583309.0,1116661.8,1248245.976168239,3298264.0,363060.0,6090268.0,609026.8,937904.3306920192,3144635.0,74940.0,0,120,220,0.9851783205599492,1.806160254359907,549.0,247.22222222222217,241.1090930911604,58133.59477124183,0,1.0,261.7647058823529,457.5,155.0,6,2745,11,1705,65535,5,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,3088038,15,22,4529.0,1736.0,581.0,0.0,301.93333333333334,241.02710774240032,581.0,0.0,78.90909090909092,136.47777041768308,2028.796277766012,11.981717841555056,85778.83333333331,239725.0064199752,1457258.0,2.0,2969641.0,212117.2142857143,359984.4769813915,1457258.0,75253.0,2992403.0,142495.38095238098,334494.32194724557,1575835.0,2.0,1,300,440,4.8574531790088065,7.124264662546251,581.0,180.1578947368421,221.36609353833092,49002.94736842105,1,1.0,185.027027027027,301.93333333333334,78.9090909090909,15,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,2916198,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,1220.7675884833611,4.114946927472003,265108.90909090906,630100.6525910689,2149662.0,4425.0,2840405.0,473400.83333333343,824287.8392264238,2149662.0,77107.0,2845116.0,711279.0,1019815.6298707463,2225922.0,4425.0,1,140,100,2.400385707692001,1.714561219780001,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,12636,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,4263086,17,25,5371.0,1901.0,581.0,0.0,315.9411764705883,235.78790007871356,581.0,0.0,76.04,130.83210615135718,1705.806544836299,9.852017998229453,103977.7073170732,331705.97463252326,2150845.0,1066.0,4149217.0,259326.0625,507244.05293526687,2150845.0,77260.0,4196490.0,174853.74999999994,485285.4815471575,2435502.0,2549.0,1,340,500,3.987721570711921,5.864296427517529,581.0,182.62790697674416,220.66997802750112,48695.23920265781,1,1.0,186.97619047619045,315.9411764705883,76.04,17,5371,25,1901,65535,15,0.0,0.0,0.0,0.0,0.0,0.0,lock
